new_industry_code,company_id,detailed_industry_name
111,617167,Manufacture of hard-coal and lignite fuel briquettes
111,187107,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,169497,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,339722,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,343508,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,197244,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,133873,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,757756,"Manufacture of other coke oven products such as gas, crude coal and lignite tars etc."
111,495767,Manufacture of hard-coal and lignite fuel briquettes
111,491893,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,284778,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,341138,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,492607,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,519045,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,332584,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,576360,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,289577,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,314826,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,288273,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,664464,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,665986,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,359087,Manufacture of hard-coal and lignite fuel briquettes
111,249722,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,133684,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,524763,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,421194,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,150743,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
111,141613,Bottling of LPG/CNG
111,309218,Manufacture of paraffin wax
111,274637,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
111,117728,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
112,334042,Manufacture of other fertilizers n.e.c.
112,113142,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,302737,Manufacture of synthetic or artificial filament staple fibre not textured
112,104299,"Manufacture of hair oil, shampoo, hair dye etc. (includes Manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for permanent waving or straightening of the hair etc.)"
112,284470,Manufacture of organic and inorganic chemical compounds n.e.c.
112,121418,Manufacture of pesticides and other agrochemical products
112,242534,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,426054,Manufacture of perfumes and cologne de-eau
112,227409,Manufacture of inorganic acids except nitric acid
112,215292,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,496148,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,227507,Manufacture of organic and inorganic chemical compounds n.e.c.
112,326877,Manufacture of organic and inorganic chemical compounds n.e.c.
112,120327,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,241014,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,120019,Manufacture of detergent and similar washing agents excluding soap
112,112832,Manufacture of Chemicals and Chemical products
112,258248,Manufacture of pesticides and other agrochemical products
112,119763,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,487970,Manufacture of printing ink
112,327621,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,454104,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,453114,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,173426,Manufacture of perfumes and cologne de-eau
112,107332,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,117888,Manufacture of organic and inorganic chemical compounds n.e.c.
112,156728,Manufacture of pesticides and other agrochemical products
112,104707,Manufacture of organic and inorganic chemical compounds n.e.c.
112,118552,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,312371,"Manufacture of cleaning and polishing products (preparations for perfuming or deodorizing rooms; artificial waxes and prepared waxes; polishes and creams for leather, wood, glass, metal etc.; scouring pastes and powders, including paper, wadding etc. coated or covered with these)"
112,446313,Manufacture of Chemicals and Chemical products
112,272638,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,261216,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,413145,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,570526,Manufacture of fertilizers and nitrogen compounds
112,298535,Manufacture of organic and inorganic chemical compounds n.e.c.
112,116417,Manufacture of pesticides and other agrochemical products
112,362572,Manufacture of synthetic or artificial filament staple fibre not textured
112,495990,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,113784,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,306296,Manufacture of pesticides and other agrochemical products
112,274553,Manufacture of pesticides and other agrochemical products
112,145685,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,663762,Manufacture of Chemicals and Chemical products
112,195759,Manufacture of organic and inorganic chemical compounds n.e.c.
112,496959,Manufacture of organic and inorganic chemical compounds n.e.c.
112,171549,Manufacture of Chemicals and Chemical products
112,149218,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
112,196611,Manufacture of organic and inorganic chemical compounds n.e.c.
112,785731,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,173210,Manufacture of organic and inorganic chemical compounds n.e.c.
112,468801,Manufacture of perfumes and cologne de-eau
112,177228,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,234155,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,495789,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,212354,Manufacture of organic and inorganic chemical compounds n.e.c.
112,141793,Manufacture of Chemicals and Chemical products
112,194192,Manufacture of organic and inorganic chemical compounds n.e.c.
112,117094,Manufacture of organic and inorganic chemical compounds n.e.c.
112,314894,Manufacture of organic and inorganic chemical compounds n.e.c.
112,119878,Manufacture of pesticides and other agrochemical products
112,257144,Manufacture of Chemicals and Chemical products
112,627491,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
112,334295,Manufacture of other fertilizers n.e.c.
112,188524,Manufacture of organic and inorganic chemical compounds n.e.c.
112,191934,Manufacture of fertilizers and nitrogen compounds
112,171630,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,194062,Manufacture of printing ink
112,186816,Manufacture of Chemicals and Chemical products
112,179481,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,465375,Manufacture of Chemicals and Chemical products
112,699243,"Manufacture of paints and varnishes, enamels or lacquers"
112,206665,Manufacture of other fertilizers n.e.c.
112,269150,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,231091,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,455094,Manufacture of organic and inorganic chemical compounds n.e.c.
112,154885,"Manufacture of hair oil, shampoo, hair dye etc. (includes Manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for permanent waving or straightening of the hair etc.)"
112,180953,"Manufacture of cosmetics and toileteries (includes Manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)"
112,396701,Manufacture of perfumes and cologne de-eau
112,149262,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,508728,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,193074,Manufacture of Chemicals and Chemical products
112,477285,Manufacture of pesticides and other agrochemical products
112,192985,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,192981,Manufacture of Chemicals and Chemical products
112,244282,Manufacture of synthetic rubber in primary forms
112,588351,Manufacture of Chemicals and Chemical products
112,135665,Manufacture of pesticides and other agrochemical products
112,265579,Manufacture of Chemicals and Chemical products
112,276937,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,192653,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,292254,Manufacture of pesticides and other agrochemical products
112,192612,Manufacture of perfumes and cologne de-eau
112,298442,Manufacture of synthetic or artificial filament staple fibre not textured
112,553012,Manufacture of organic and inorganic chemical compounds n.e.c.
112,460718,Manufacture of Chemicals and Chemical products
112,651862,Manufacture of urea and other organic fertilizers
112,192330,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
112,182931,Manufacture of Chemicals and Chemical products
112,182943,"Manufacture of paints and varnishes, enamels or lacquers"
112,279351,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses"
112,335805,"Manufacture of explosives, ammunition and fire works"
112,264883,Manufacture of perfumes and cologne de-eau
112,185536,Manufacture of organic and inorganic chemical compounds n.e.c.
112,183296,Manufacture of synthetic rubber in primary forms
112,506920,Manufacture of Chemicals and Chemical products
112,108280,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,115246,Manufacture of organic and inorganic chemical compounds n.e.c.
112,314614,Manufacture of organic and inorganic chemical compounds n.e.c.
112,374460,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,157378,Manufacture of Chemicals and Chemical products
112,371643,Manufacture of Chemicals and Chemical products
112,511218,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,664050,Manufacture of organic and inorganic chemical compounds n.e.c.
112,507321,Manufacture of Chemicals and Chemical products
112,184654,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,199413,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses"
112,300007,Manufacture of pesticides and other agrochemical products
112,191106,Manufacture of other fertilizers n.e.c.
112,350198,Manufacture of man-made fibres
112,148815,Manufacture of organic and inorganic chemical compounds n.e.c.
112,346259,Manufacture of detergent and similar washing agents excluding soap
112,112108,Manufacture of organic and inorganic chemical compounds n.e.c.
112,475683,Manufacture of organic and inorganic chemical compounds n.e.c.
112,190389,Manufacture of agarbatti and other preparations which operate by burning
112,449694,Manufacture of organic and inorganic chemical compounds n.e.c.
112,301975,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,331907,"Manufacture of essential oils; modification by chemical processes of oils and fats (e.g. by oxidation, polymerization etc.)"
112,186604,Manufacture of organic and inorganic chemical compounds n.e.c.
112,385383,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses"
112,186630,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,207220,Manufacture of Chemicals and Chemical products
112,370567,Manufacture of organic and inorganic chemical compounds n.e.c.
112,318257,"Manufacture of paints and varnishes, enamels or lacquers"
112,345515,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,122673,Manufacture of matches
112,604665,Manufacture of fertilizers and nitrogen compounds
112,361065,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,192418,Manufacture of pesticides and other agrochemical products
112,196433,Manufacture of fertilizers and nitrogen compounds
112,188846,Manufacture of organic and inorganic chemical compounds n.e.c.
112,440663,Manufacture of organic and inorganic chemical compounds n.e.c.
112,186966,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,524771,"Manufacture of paints and varnishes, enamels or lacquers"
112,187085,Manufacture of organic and inorganic chemical compounds n.e.c.
112,105924,"Manufacture of paints and varnishes, enamels or lacquers"
112,359197,Manufacture of organic and inorganic chemical compounds n.e.c.
112,112790,Manufacture of Chemicals and Chemical products
112,370908,Manufacture of organic and inorganic chemical compounds n.e.c.
112,391753,Manufacture of organic and inorganic chemical compounds n.e.c.
112,487589,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,102900,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,118285,Manufacture of synthetic or artificial filament staple fibre not textured
112,323726,Manufacture of inorganic acids except nitric acid
112,558541,"Manufacture of paints and varnishes, enamels or lacquers"
112,192328,Manufacture of detergent and similar washing agents excluding soap
112,225811,"Manufacture of hair oil, shampoo, hair dye etc. (includes Manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for permanent waving or straightening of the hair etc.)"
112,113499,Manufacture of organic and inorganic chemical compounds n.e.c.
112,151934,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,216278,Manufacture of organic and inorganic chemical compounds n.e.c.
112,697651,Manufacture of basic chemical elements
112,164489,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
112,119023,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,141794,Manufacture of organic and inorganic chemical compounds n.e.c.
112,584648,Manufacture of pesticides and other agrochemical products
112,311538,Manufacture of organic and inorganic chemical compounds n.e.c.
112,173013,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,373993,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,208959,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,251022,Manufacture of organic and inorganic chemical compounds n.e.c.
112,191287,Manufacture of Chemicals and Chemical products
112,198124,Manufacture of other fertilizers n.e.c.
112,274657,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,172140,Manufacture of synthetic or artificial filament tow
112,366431,Manufacture of organic and inorganic chemical compounds n.e.c.
112,141809,Manufacture of pesticides and other agrochemical products
112,279829,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,112870,Manufacture of synthetic rubber in primary forms
112,663802,Manufacture of Chemicals and Chemical products
112,123249,Manufacture of organic and inorganic chemical compounds n.e.c.
112,199038,Manufacture of printing ink
112,349081,Manufacture of fertilizers and nitrogen compounds
112,200775,"Manufacture of explosives, ammunition and fire works"
112,169238,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
112,198753,"Manufacture of explosives, ammunition and fire works"
112,485613,Manufacture of organic and inorganic chemical compounds n.e.c.
112,168734,Manufacture of Chemicals and Chemical products
112,112535,Manufacture of organic and inorganic chemical compounds n.e.c.
112,168416,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,486766,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,198916,Manufacture of synthetic or artificial filament staple fibre not textured
112,198920,Manufacture of organic and inorganic chemical compounds n.e.c.
112,233101,Manufacture of organic and inorganic chemical compounds n.e.c.
112,167974,"Manufacture of explosives, ammunition and fire works"
112,290382,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,167417,"Manufacture of cosmetics and toileteries (includes Manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)"
112,224034,Manufacture of perfumes and cologne de-eau
112,450683,Manufacture of detergent and similar washing agents excluding soap
112,459293,Manufacture of perfumes and cologne de-eau
112,261688,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,199355,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,257605,Manufacture of organic and inorganic chemical compounds n.e.c.
112,112114,"Manufacture of paints and varnishes, enamels or lacquers"
112,100676,Manufacture of Chemicals and Chemical products
112,244322,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,113222,Manufacture of Chemicals and Chemical products
112,186913,Manufacture of fertilizers and nitrogen compounds
112,143415,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,237790,Manufacture of organic and inorganic chemical compounds n.e.c.
112,169678,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,217380,Manufacture of organic and inorganic chemical compounds n.e.c.
112,165762,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,290013,Manufacture of organic and inorganic chemical compounds n.e.c.
112,492450,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,464574,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,207932,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,453106,Manufacture of organic and inorganic chemical compounds n.e.c.
112,412559,Manufacture of Chemicals and Chemical products
112,212180,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,611619,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,185447,Manufacture of synthetic or artificial filament staple fibre not textured
112,224811,Manufacture of Chemicals and Chemical products
112,361967,Manufacture of synthetic or artificial filament staple fibre not textured
112,164345,"Manufacture of essential oils; modification by chemical processes of oils and fats (e.g. by oxidation, polymerization etc.)"
112,164198,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,525283,Manufacture of synthetic or artificial filament tow
112,330680,Manufacture of organic and inorganic chemical compounds n.e.c.
112,183772,Manufacture of perfumes and cologne de-eau
112,141761,Manufacture of Chemicals and Chemical products
112,301042,Manufacture of organic and inorganic chemical compounds n.e.c.
112,439794,"Manufacture of preparations for oral or dental hygiene (includes manufacture of toothpastes, toothpowder, mouthwash, oral, perfumes, dental fixative pastes and powders etc.)"
112,357848,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,500167,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,193010,Manufacture of pesticides and other agrochemical products
112,574676,Manufacture of fertilizers and nitrogen compounds
112,259158,Manufacture of organic and inorganic chemical compounds n.e.c.
112,179066,Manufacture of Chemicals and Chemical products
112,173070,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,346737,Manufacture of other agrochemical products n.e.c.
112,305923,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
112,111315,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,196784,Manufacture of organic and inorganic chemical compounds n.e.c.
112,296738,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,316489,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses"
112,131014,Manufacture of Chemicals and Chemical products
112,484121,Manufacture of printing ink
112,460010,Manufacture of organic and inorganic chemical compounds n.e.c.
112,160748,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,756004,"Manufacture of essential oils; modification by chemical processes of oils and fats (e.g. by oxidation, polymerization etc.)"
112,579512,Manufacture of Chemicals and Chemical products
112,159952,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,202770,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,145776,Manufacture of pesticides and other agrochemical products
112,290175,Manufacture of synthetic rubber in primary forms
112,322702,Manufacture of organic and inorganic chemical compounds n.e.c.
112,660897,Manufacture of Chemicals and Chemical products
112,341034,Manufacture of Chemicals and Chemical products
112,242523,Manufacture of other agrochemical products n.e.c.
112,183514,Manufacture of organic and inorganic chemical compounds n.e.c.
112,203621,Manufacture of organic and inorganic chemical compounds n.e.c.
112,133734,"Manufacture of explosives, ammunition and fire works"
112,427178,Manufacture of organic and inorganic chemical compounds n.e.c.
112,292277,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,308347,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
112,110006,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
112,157488,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,157447,Manufacture of organic and inorganic chemical compounds n.e.c.
112,186937,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,324890,Manufacture of organic and inorganic chemical compounds n.e.c.
112,168656,Manufacture of Chemicals and Chemical products
112,192390,Manufacture of pesticides and other agrochemical products
112,197395,"Manufacture of explosives, ammunition and fire works"
112,155912,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,496969,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
112,190679,Manufacture of Chemicals and Chemical products
112,256146,Manufacture of Chemicals and Chemical products
112,523393,"Manufacture of paints and varnishes, enamels or lacquers"
112,109527,Manufacture of organic and inorganic chemical compounds n.e.c.
112,151492,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,153862,Manufacture of tanning or dying extracts; tannings and their derivatives and colouring matter (including Manufacture of indigo)
112,496742,Manufacture of pesticides and other agrochemical products
112,256096,"Manufacture of explosives, ammunition and fire works"
112,153527,Manufacture of Chemicals and Chemical products
112,245085,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,153473,Manufacture of Chemicals and Chemical products
112,449302,Manufacture of perfumes and cologne de-eau
112,237902,"Manufacture of associated nitrogen products (nitric and sulphonitric acids, ammonia, ammonium chloride, ammonium carbonate, nitrites and nitrates of potassium)"
112,153448,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
112,480715,"Manufacture of preparations for oral or dental hygiene (includes manufacture of toothpastes, toothpowder, mouthwash, oral, perfumes, dental fixative pastes and powders etc.)"
112,288382,Manufacture of other fertilizers n.e.c.
112,487987,Manufacture of dyes and pigments from any source in basic form or as concentrate
112,133899,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,196969,Manufacture of Chemicals and Chemical products
112,169904,Manufacture of other perfumes and toilet preparations n.e.c.
112,266523,Manufacture of pesticides and other agrochemical products
112,663535,Manufacture of organic and inorganic chemical compounds n.e.c.
112,135728,Manufacture of organic and inorganic chemical compounds n.e.c.
112,306650,Manufacture of Chemicals and Chemical products
112,151238,Manufacture of fertilizers and nitrogen compounds
112,479337,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
112,315261,"Manufacture of paints and varnishes, enamels or lacquers"
112,345544,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
112,159898,Manufacture of pesticides and other agrochemical products
